STAN/CIS  DATUM CAS   [kg] ROZDIL TEPL
1221601 03/04/22 12   50.6  -0.1   4.4
1221601 03/04/22 09   50.7   0.0  -1.2
1221601 03/04/22 06   50.7   0.1  -3.2
1221601 03/04/22 03   50.6  -0.1  -2.0
1221601 03/04/22 00   50.7  -0.1  -0.4
1221601 02/04/22 21   50.8   0.0   1.2
1221601 02/04/22 18   50.8   0.0   2.4
1221601 02/04/22 15   50.8   0.0   2.7
1221601 02/04/22 12   50.8  -0.2   0.9
1221601 02/04/22 09   51.0   0.0  -0.9
1221601 02/04/22 06   51.0  -0.1  -1.4
1221601 02/04/22 03   51.1   0.1  -0.7
1221601 02/04/22 00   51.0  -0.2  -0.2
1221601 01/04/22 21   51.2   0.0  -0.2
1221601 01/04/22 18   51.2   0.0   0.4
1221601 01/04/22 15   51.2  -0.1   1.6
1221601 01/04/22 12   51.3   0.0   2.0
1221601 01/04/22 09   51.3  -0.1   1.2
1221601 01/04/22 06   51.4   0.0   0.7
1221601 01/04/22 03   51.4   0.0   1.2
1221601 01/04/22 00   51.4   0.0   1.6
1221601 31/03/22 21   51.4   0.0   2.9
1221601 31/03/22 18   51.4   0.1   3.6
1221601 31/03/22 15   51.3  -0.1   3.4
1221601 31/03/22 12   51.4   0.0   3.4
1221601 31/03/22 09   51.4   0.0   2.9
1221601 31/03/22 06   51.4   0.0   2.7
1221601 31/03/22 03   51.4   0.1   2.9
1221601 31/03/22 00   51.3   0.1   3.2
1221601 30/03/22 21   51.2   0.0   4.0
1221601 30/03/22 18   51.2   0.0   6.9
1221601 30/03/22 15   51.2   0.0   8.2
1221601 30/03/22 12   51.2   0.0   8.4
1221601 30/03/22 09   51.2   0.0   6.9
1221601 30/03/22 06   51.2   0.0   5.4
1221601 30/03/22 03   51.2   0.0   6.2
1221601 30/03/22 00   51.2   0.0   6.7
1221601 29/03/22 21   51.2  -0.1   7.2
1221601 29/03/22 18   51.3  -0.1  13.4
1221601 29/03/22 15   51.4   0.2  14.9
1221601 29/03/22 12   51.2  -0.2  14.2
1221601 29/03/22 09   51.4   0.0   6.4
1221601 29/03/22 06   51.4   0.2   0.9
1221601 29/03/22 03   51.2   0.0   1.6
1221601 29/03/22 00   51.2   0.0   2.9
1221601 28/03/22 21   51.2  -0.2   8.2
1221601 28/03/22 18   51.4   0.0  17.6
1221601 28/03/22 15   51.4   0.2  19.4
1221601 28/03/22 12   51.2  -0.4  18.2
1221601 28/03/22 09   51.6   0.2   6.7
1221601 28/03/22 06   51.4   0.0  -0.9
1221601 28/03/22 03   51.4   0.0   0.2
1221601 28/03/22 01   51.4   0.2   2.9
1221601 27/03/22 22   51.2  -0.2   6.7
1221601 27/03/22 19   51.4   0.2  15.6
1221601 27/03/22 16   51.2   0.1  15.4
1221601 27/03/22 13   51.1  -0.2  14.4
1221601 27/03/22 10   51.3  -0.1  10.0
1221601 27/03/22 07   51.4   0.0   9.4
1221601 27/03/22 04   51.4   0.2   9.6
1221601 27/03/22 00   51.2   0.0   7.6
1221601 26/03/22 21   51.2  -0.2   9.2
1221601 26/03/22 18   51.4   0.2  15.6
1221601 26/03/22 15   51.2   0.0  19.2
1221601 26/03/22 12   51.2  -0.2  15.4
1221601 26/03/22 09   51.4   0.1   4.4
1221601 26/03/22 06   51.3   0.0  -2.4
1221601 26/03/22 03   51.3   0.1  -1.2
1221601 26/03/22 00   51.2   0.0   2.4
1221601 25/03/22 21   51.2  -0.2   7.4
1221601 25/03/22 18   51.4   0.0  14.4
1221601 25/03/22 15   51.4   0.0  17.4
1221601 25/03/22 12   51.4  -0.2  14.9
1221601 25/03/22 09   51.6   0.1   3.6
1221601 25/03/22 06   51.5   0.1  -2.0
1221601 25/03/22 03   51.4   0.0  -0.7
1221601 25/03/22 00   51.4  -0.1   3.2
1221601 24/03/22 21   51.5  -0.1   9.6
1221601 24/03/22 18   51.6   0.2  16.7
1221601 24/03/22 15   51.4   0.0  20.0
1221601 24/03/22 12   51.4  -0.2  16.4
1221601 24/03/22 09   51.6   0.1   4.4
1221601 24/03/22 06   51.5  -0.1  -2.7
1221601 24/03/22 03   51.6   0.2  -1.4
1221601 24/03/22 00   51.4   0.0   1.6
1221601 23/03/22 21   51.4  -0.2   6.0
1221601 23/03/22 18   51.6   0.0  18.0
1221601 23/03/22 15   51.6   0.1  20.7
1221601 23/03/22 12   51.5  -0.2  15.4
1221601 23/03/22 09   51.7   0.1   2.9
1221601 23/03/22 06   51.6   0.0  -3.6
1221601 23/03/22 03   51.6   0.0  -2.9
1221601 23/03/22 00   51.6   0.0  -0.4
1221601 22/03/22 21   51.6  -0.1   4.9
1221601 22/03/22 18   51.7   0.1  16.2
1221601 22/03/22 15   51.6   0.0  17.6
1221601 22/03/22 12   51.6  -0.4  12.9
1221601 22/03/22 09   52.0   0.2   1.2
1221601 22/03/22 06   51.8   0.0  -6.4
1221601 22/03/22 03   51.8   0.1  -4.9
1221601 22/03/22 00   51.7   0.1  -2.0
1221601 21/03/22 21   51.6  -0.2   2.7
1221601 21/03/22 18   51.8   0.2  12.2
1221601 21/03/22 15   51.6  -0.4  14.0
1221601 21/03/22 12   52.0  -0.2   9.4
1221601 21/03/22 09   52.2   0.2   1.4
1221601 21/03/22 06   52.0   0.0  -3.2
1221601 21/03/22 03   52.0   0.0  -2.7
1221601 21/03/22 00   52.0   0.0   1.2
1221601 20/03/22 21   52.0   0.0   4.0
1221601 20/03/22 18   52.0  -0.2   8.0
1221601 20/03/22 15   52.2   0.0  12.4
1221601 20/03/22 12   52.2  -0.2  10.7
1221601 20/03/22 09   52.4   0.2   3.4
1221601 20/03/22 06   52.2  -0.2  -0.7
1221601 20/03/22 03   52.4   0.0   0.7
1221601 20/03/22 00   52.4   0.0   1.2
1221601 19/03/22 21   52.4  -0.2   3.2
1221601 19/03/22 18   52.6   0.0   6.7
1221601 19/03/22 15   52.6  -0.2   8.4
1221601 19/03/22 12   52.8   0.0   7.2
1221601 19/03/22 09   52.8   0.0   2.4
1221601 19/03/22 06   52.8   0.1  -0.4
1221601 19/03/22 03   52.7   0.0   1.4
1221601 19/03/22 00   52.7   0.0   3.6
1221601 18/03/22 21   52.7   0.0   5.2
1221601 18/03/22 18   52.7  -0.1  10.0
1221601 18/03/22 15   52.8   0.0  10.4
1221601 18/03/22 12   52.8   0.0   7.4
1221601 18/03/22 09   52.8   0.0   5.6
1221601 18/03/22 06   52.8   0.0   4.9
1221601 18/03/22 03   52.8   0.0   6.0
1221601 18/03/22 00   52.8   0.0   6.7
1221601 17/03/22 21   52.8   0.0   7.2
1221601 17/03/22 18   52.8  -0.2  10.0
1221601 17/03/22 15   53.0  -0.1  12.0
1221601 17/03/22 12   53.1   0.2   8.7
1221601 17/03/22 09   52.9   0.0   0.7
1221601 17/03/22 06   52.9   0.1  -0.4
1221601 17/03/22 03   52.8   0.1   0.9
1221601 17/03/22 00   52.7  -0.1   1.2
1221601 16/03/22 21   52.8   0.0   6.2
1221601 16/03/22 18   52.8   0.0  11.6
1221601 16/03/22 15   52.8  -0.4  12.9
1221601 16/03/22 12   53.2   0.0  10.9
1221601 16/03/22 09   53.2   0.0   5.2
1221601 16/03/22 06   53.2   0.0   3.4
1221601 16/03/22 03   53.2   0.1   4.7
1221601 16/03/22 00   53.1   0.0   4.9
1221601 15/03/22 21   53.1  -0.1   5.4
1221601 15/03/22 18   53.2   0.0   8.9
1221601 15/03/22 15   53.2   0.0  10.4
1221601 15/03/22 12   53.2   0.0   9.4
1221601 15/03/22 09   53.2   0.2  -0.4
1221601 15/03/22 06   53.0   0.0  -4.0
1221601 15/03/22 03   53.0   0.0  -4.4
1221601 15/03/22 00   53.0   0.2  -2.9
1221601 14/03/22 21   52.8  -0.1   1.6
1221601 14/03/22 18   52.9  -0.1   9.4
1221601 14/03/22 15   53.0   0.0  10.2
1221601 14/03/22 12   53.0   0.2   7.6
1221601 14/03/22 09   52.8   0.0  -0.7
1221601 14/03/22 06   52.8   0.0  -6.4
1221601 14/03/22 03   52.8   0.1  -4.7
1221601 14/03/22 00   52.7   0.0  -2.7
1221601 13/03/22 21   52.7  -0.3   2.9
1221601 13/03/22 18   53.0   0.0  10.4
1221601 13/03/22 15   53.0  -0.1  12.9
1221601 13/03/22 12   53.1   0.1   7.6
1221601 13/03/22 09   53.0   0.0  -1.6
1221601 13/03/22 06   53.0   0.1  -4.9
1221601 13/03/22 03   52.9   0.1  -3.6
1221601 13/03/22 00   52.8  -0.1  -2.9
1221601 12/03/22 21   52.9  -0.2   1.4
1221601 12/03/22 18   53.1  -0.1   8.7
1221601 12/03/22 15   53.2   0.0  12.2
1221601 12/03/22 12   53.2   0.0   8.0
1221601 12/03/22 09   53.2   0.2  -0.7
1221601 12/03/22 06   53.0   0.0  -5.6
1221601 12/03/22 03   53.0  -0.1  -3.4
1221601 12/03/22 00   53.1   0.0  -2.4
1221601 11/03/22 21   53.1  -0.1   0.0
1221601 11/03/22 18   53.2  -0.2   4.4
1221601 11/03/22 15   53.4   0.1   8.7
1221601 11/03/22 12   53.3  -0.2   4.9
1221601 11/03/22 09   53.5   0.1  -2.2
1221601 11/03/22 06   53.4   0.0  -4.9
1221601 11/03/22 03   53.4   0.0  -4.2
1221601 11/03/22 00   53.4   0.0  -2.4
1221601 10/03/22 21   53.4  -0.2   0.7
1221601 10/03/22 18   53.6  -0.2   6.9
1221601 10/03/22 15   53.8   0.0  11.6
1221601 10/03/22 12   53.8   0.0  10.0
1221601 10/03/22 09   53.8   0.2  -2.0
1221601 10/03/22 06   53.6   0.0  -6.2
1221601 10/03/22 03   53.6   0.0  -4.9
1221601 10/03/22 00   53.6   0.0  -3.4
1221601 09/03/22 21   53.6  -0.2   0.7
1221601 09/03/22 18   53.8  -0.1  10.2
1221601 09/03/22 15   53.9   0.0  12.7
1221601 09/03/22 12   53.9  -0.1   8.9
1221601 09/03/22 09   54.0   0.1  -2.2
1221601 09/03/22 06   53.9   0.1  -6.4
1221601 09/03/22 03   53.8   0.0  -5.2
1221601 09/03/22 00   53.8   0.0  -4.4
1221601 08/03/22 21   53.8  -0.2  -0.9
1221601 08/03/22 18   54.0  -0.1   6.9
1221601 08/03/22 15   54.1  -0.2  10.0
1221601 08/03/22 12   54.3   0.0   5.2
1221601 08/03/22 09   54.3   0.2  -2.9
1221601 08/03/22 06   54.1   0.1  -6.9
1221601 08/03/22 03   54.0   0.0  -4.7
1221601 08/03/22 00   54.0   0.0  -1.6
1221601 07/03/22 21   54.0  -0.2  -1.4
1221601 07/03/22 12   54.2   0.2   2.0
1221601 07/03/22 00   54.0  -0.2  -2.9
1221601 06/03/22 12   54.2   0.0   0.9
1221601 06/03/22 00   54.2  -0.3  -0.7
1221601 05/03/22 12   54.5   0.3   3.2
1221601 05/03/22 00   54.2  -0.1  -4.2
1221601 04/03/22 12   54.3   0.3   1.6
1221601 04/03/22 00   54.0  -0.2  -3.6
1221601 03/03/22 12   54.2   0.2   6.0
1221601 03/03/22 00   54.0  -0.1  -5.2
1221601 02/03/22 12   54.1   0.3   4.2
1221601 02/03/22 00   53.8  -0.2  -4.9
1221601 01/03/22 12   54.0   0.3   4.4
1221601 01/03/22 00   53.7  -0.3  -5.2
1221601 28/02/22 12   54.0   0.3   2.4
1221601 28/02/22 00   53.7  -0.2  -4.2
1221601 27/02/22 12   53.9   0.2   6.9
1221601 27/02/22 00   53.7  -0.3  -0.7
1221601 26/02/22 12   54.0   0.1   2.9
1221601 26/02/22 00   53.9  -0.1   0.7
1221601 25/02/22 12   54.0   0.0   3.2
1221601 25/02/22 00   54.0   0.4   7.2
1221601 24/02/22 12   53.6   0.2   6.2
1221601 24/02/22 00   53.4  -2.2  -3.6
1221601 23/02/22 12   55.6   0.1   8.0
1221601 23/02/22 00   55.5   0.2   4.9
1221601 22/02/22 12   55.3  -0.1   4.7
1221601 22/02/22 00   55.4  -0.1   2.7
1221601 21/02/22 12   55.5  -0.2   4.0
1221601 21/02/22 00   55.7   0.1   7.2
1221601 20/02/22 12   55.6   0.2   6.4
1221601 20/02/22 00   55.4  -0.3   0.4
1221601 19/02/22 12   55.7  -0.1   7.2
1221601 19/02/22 00   55.8   0.0   7.4
1221601 18/02/22 12   55.8   0.1   6.7
1221601 18/02/22 00   55.7  -0.3   5.2
1221601 17/02/22 12   56.0   0.0   8.4
1221601 17/02/22 00   56.0   0.0   7.4
1221601 16/02/22 12   56.0   0.1   6.9
1221601 16/02/22 00   55.9   0.4   0.7
1221601 15/02/22 12   55.5   0.3   6.7
1221601 15/02/22 00   55.2   0.2   0.9
1221601 14/02/22 12   55.0   0.4   4.0
1221601 14/02/22 00   54.6  -0.4  -4.0
1221601 13/02/22 12   55.0   0.4   4.2
1221601 13/02/22 00   54.6  -0.5  -4.2
1221601 12/02/22 12   55.1   0.2   4.0
1221601 12/02/22 00   54.9  -0.2   0.4
1221601 11/02/22 12   55.1   0.0   4.0
1221601 11/02/22 00   55.1  -0.3   4.4
1221601 10/02/22 12   55.4   0.0   8.0
1221601 10/02/22 00   55.4   0.1   5.4
1221601 09/02/22 12   55.3  -0.1   6.0
1221601 09/02/22 00   55.4   0.0   5.2
1221601 08/02/22 12   55.4   0.0   3.2
1221601 08/02/22 00   55.4   0.2   0.9
1221601 07/02/22 12   55.2  -0.2   2.0
1221601 07/02/22 00   55.4   0.1   2.7
1221601 06/02/22 12   55.3  -0.1   4.2
1221601 06/02/22 00   55.4   0.0   2.4
1221601 05/02/22 12   55.4  -0.1   2.4
1221601 05/02/22 00   55.5  -0.1   4.4
1221601 04/02/22 12   55.6   0.1   5.2
1221601 04/02/22 00   55.5  -0.1   2.7
1221601 03/02/22 12   55.6   0.2   2.9
1221601 03/02/22 00   55.4  -0.2   1.2
1221601 02/02/22 12   55.6   0.0   3.2
1221601 02/02/22 00   55.6   0.0   2.0
1221601 01/02/22 12   55.6   0.0   0.9
1221601 01/02/22 00   55.6   0.2   0.7
1221601 31/01/22 12   55.4   0.0   0.7
1221601 31/01/22 00   55.4  -0.3   1.6
1221601 30/01/22 12   55.7  -0.1   4.7
1221601 30/01/22 00   55.8   0.2   5.2
1221601 29/01/22 12   55.6   0.0   2.0
1221601 29/01/22 00   55.6  -0.2   1.2
1221601 28/01/22 12   55.8   0.0   2.7
1221601 28/01/22 00   55.8   0.2   1.6
1221601 27/01/22 12   55.6  -0.2  -0.4
1221601 27/01/22 00   55.8   0.1  -0.7
1221601 26/01/22 12   55.7   0.0   0.0
1221601 26/01/22 00   55.7  -0.1   0.7
1221601 25/01/22 12   55.8   0.0   0.9
1221601 25/01/22 00   55.8  -0.2   1.6
1221601 24/01/22 12   56.0   0.1   3.2
1221601 24/01/22 00   55.9   0.0   1.4
1221601 23/01/22 12   55.9   0.1   3.2
1221601 23/01/22 00   55.8  -0.4   0.7
1221601 22/01/22 12   56.2   0.4   2.9
1221601 22/01/22 00   55.8  -0.1  -0.7
1221601 21/01/22 12   55.9  -0.1  -0.7
1221601 21/01/22 00   56.0  -0.1  -2.9
1221601 20/01/22 12   56.1   0.1   0.7
1221601 20/01/22 00   56.0  -0.2   1.6
1221601 19/01/22 12   56.2  -0.1   0.0
1221601 19/01/22 00   56.3   0.1   0.2
1221601 18/01/22 12   56.2  -0.1  -0.2
1221601 18/01/22 00   56.3   0.3  -0.2
1221601 17/01/22 12   56.0  -0.2   2.9
1221601 17/01/22 00   56.2  -0.1   0.7
1221601 16/01/22 12   56.3   0.4  -0.4
1221601 16/01/22 00   55.9  -0.5  -5.2
1221601 15/01/22 12   56.4   0.3   3.6
1221601 15/01/22 00   56.1  -0.5   0.2
1221601 14/01/22 12   56.6   0.4   4.2
1221601 14/01/22 00   56.2  -0.1  -1.4
1221601 13/01/22 12   56.3   0.1   1.4
1221601 13/01/22 00   56.2   0.1  -3.4
1221601 12/01/22 12   56.1  -0.1  -2.4
1221601 12/01/22 00   56.2  -0.1  -2.9
1221601 11/01/22 12   56.3  -0.3  -1.2
1221601 11/01/22 00   56.6   0.2   1.2
1221601 10/01/22 12   56.4   0.0   0.9
1221601 10/01/22 00   56.4   0.0   0.4
1221601 09/01/22 12   56.4   0.2   0.7
1221601 09/01/22 00   56.2  -0.2  -3.4
1221601 08/01/22 12   56.4   0.0   0.0
1221601 08/01/22 00   56.4   0.0  -0.7
1221601 07/01/22 12   56.4   0.3  -0.9
1221601 07/01/22 00   56.1  -0.4  -7.6
1221601 06/01/22 12   56.5   0.1   0.9
1221601 06/01/22 00   56.4  -0.2   0.7
1221601 05/01/22 12   56.6   0.0   2.0
1221601 05/01/22 00   56.6  -0.2   3.2
1221601 04/01/22 12   56.8   0.1   7.6
1221601 04/01/22 00   56.7   0.0   6.4
1221601 03/01/22 12   56.7   0.2   8.9
1221601 03/01/22 00   56.5  -0.1   7.2
1221601 02/01/22 12   56.6   0.4   6.7
1221601 02/01/22 00   56.2  -0.6   3.4
1221601 01/01/22 12   56.8   0.2  11.2
1221601 01/01/22 00   56.6   0.0   8.7
